,invoice_date,product,region,retailer,sales_method,state,price_per_unit,total_sales,units_sold,year,month
4863,2021-11-17,Women's Apparel,Northeast,Foot Locker,1,West Virginia,64,64,10,2021,11
4864,2021-12-16,Women's Apparel,Northeast,Foot Locker,1,West Virginia,68,83,12,2021,12
4865,2021-04-11,Women's Athletic Footwear,Northeast,Foot Locker,1,Connecticut,50,40,8,2021,4
4866,2021-03-12,Women's Athletic Footwear,Northeast,Foot Locker,1,Connecticut,53,46,9,2021,3
4867,2021-10-01,Women's Athletic Footwear,Northeast,Foot Locker,1,Connecticut,29,6,2,2021,10
4868,2021-08-14,Women's Athletic Footwear,Northeast,Foot Locker,1,Delaware,41,26,6,2021,8
4869,2021-10-15,Women's Athletic Footwear,Northeast,Foot Locker,1,Delaware,52,23,4,2021,10
4870,2021-04-14,Women's Athletic Footwear,Northeast,Foot Locker,1,Delaware,32,14,4,2021,4
4871,2021-09-13,Women's Athletic Footwear,Northeast,Foot Locker,1,Delaware,41,25,6,2021,9
4872,2021-05-13,Women's Athletic Footwear,Northeast,Foot Locker,1,Delaware,41,27,7,2021,5
4873,2021-03-13,Women's Athletic Footwear,Northeast,Foot Locker,1,Delaware,32,10,3,2021,3
4874,2021-07-13,Women's Athletic Footwear,Northeast,Foot Locker,1,Delaware,43,39,9,2021,7
4875,2021-02-15,Women's Athletic Footwear,Northeast,Foot Locker,1,Delaware,33,15,5,2021,2
4876,2021-06-15,Women's Athletic Footwear,Northeast,Foot Locker,1,Delaware,41,31,8,2021,6
4877,2021-11-21,Women's Athletic Footwear,Northeast,Foot Locker,1,Maryland,48,20,4,2021,11
4878,2021-12-20,Women's Athletic Footwear,Northeast,Foot Locker,1,Maryland,49,22,4,2021,12
4879,2021-06-22,Women's Athletic Footwear,Northeast,Foot Locker,1,Maryland,37,16,4,2021,6
4880,2021-10-22,Women's Athletic Footwear,Northeast,Foot Locker,1,Maryland,49,10,2,2021,10
4881,2021-01-17,Women's Athletic Footwear,Northeast,Foot Locker,1,Maryland,32,15,5,2021,1
4882,2021-01-24,Women's Athletic Footwear,Northeast,Foot Locker,1,New Hampshire,49,19,4,2021,1
4883,2021-11-18,Women's Athletic Footwear,Northeast,Foot Locker,1,New Hampshire,64,54,9,2021,11
4884,2021-10-19,Women's Athletic Footwear,Northeast,Foot Locker,1,New Hampshire,62,29,5,2021,10
4885,2021-12-17,Women's Athletic Footwear,Northeast,Foot Locker,1,New Hampshire,62,55,9,2021,12
4886,2020-07-03,Women's Athletic Footwear,Northeast,Foot Locker,1,New York,47,123,26,2020,7
4887,2020-04-01,Women's Athletic Footwear,Northeast,Foot Locker,1,New York,41,101,25,2020,4
4888,2020-03-13,Women's Athletic Footwear,Northeast,Foot Locker,1,New York,46,112,24,2020,3
4889,2020-03-31,Women's Athletic Footwear,Northeast,Foot Locker,1,New York,47,113,24,2020,3
4890,2020-09-02,Women's Athletic Footwear,Northeast,Foot Locker,1,New York,46,106,23,2020,9
4891,2020-03-02,Women's Athletic Footwear,Northeast,Foot Locker,1,New York,41,98,24,2020,3
4892,2020-01-22,Women's Athletic Footwear,Northeast,Foot Locker,1,New York,44,91,21,2020,1
4893,2020-01-28,Women's Athletic Footwear,Northeast,Foot Locker,1,New York,43,93,22,2020,1
4894,2021-12-18,Women's Athletic Footwear,Northeast,Foot Locker,1,Pennsylvania,48,14,3,2021,12
4895,2021-12-11,Women's Athletic Footwear,Northeast,Foot Locker,1,Pennsylvania,42,8,2,2021,12
4896,2021-12-12,Women's Athletic Footwear,Northeast,Foot Locker,1,Pennsylvania,41,22,5,2021,12
4897,2021-11-18,Women's Athletic Footwear,Northeast,Foot Locker,1,Pennsylvania,51,15,3,2021,11
4898,2021-06-11,Women's Athletic Footwear,Northeast,Foot Locker,1,Pennsylvania,43,3,1,2021,6
4899,2021-12-24,Women's Athletic Footwear,Northeast,Foot Locker,1,Pennsylvania,56,25,4,2021,12
4900,2021-10-31,Women's Athletic Footwear,Northeast,Foot Locker,1,Pennsylvania,39,5,1,2021,10
4901,2021-11-30,Women's Athletic Footwear,Northeast,Foot Locker,1,Pennsylvania,51,22,4,2021,11
4902,2021-11-24,Women's Athletic Footwear,Northeast,Foot Locker,1,Pennsylvania,52,20,4,2021,11
4903,2021-12-30,Women's Athletic Footwear,Northeast,Foot Locker,1,Pennsylvania,57,30,5,2021,12
4904,2021-06-12,Women's Athletic Footwear,Northeast,Foot Locker,1,Pennsylvania,53,31,6,2021,6
4905,2021-06-03,Women's Athletic Footwear,Northeast,Foot Locker,1,Rhode Island,29,2,1,2021,6
4906,2021-08-10,Women's Athletic Footwear,Northeast,Foot Locker,1,Rhode Island,47,11,2,2021,8
4907,2021-06-07,Women's Athletic Footwear,Northeast,Foot Locker,1,Rhode Island,37,21,6,2021,6
4908,2021-06-05,Women's Athletic Footwear,Northeast,Foot Locker,1,Rhode Island,39,17,4,2021,6
4909,2021-07-04,Women's Athletic Footwear,Northeast,Foot Locker,1,Rhode Island,29,4,1,2021,7
4910,2021-07-08,Women's Athletic Footwear,Northeast,Foot Locker,1,Rhode Island,37,14,4,2021,7
4911,2021-08-02,Women's Athletic Footwear,Northeast,Foot Locker,1,Rhode Island,29,4,1,2021,8
4912,2021-06-09,Women's Athletic Footwear,Northeast,Foot Locker,1,Rhode Island,39,11,3,2021,6
4913,2021-08-06,Women's Athletic Footwear,Northeast,Foot Locker,1,Rhode Island,39,23,6,2021,8
4914,2021-01-24,Women's Athletic Footwear,Northeast,Foot Locker,1,West Virginia,28,6,2,2021,1
4915,2021-12-16,Women's Athletic Footwear,Northeast,Foot Locker,1,West Virginia,53,54,10,2021,12
4916,2021-11-17,Women's Athletic Footwear,Northeast,Foot Locker,1,West Virginia,38,35,9,2021,11
4917,2021-03-12,Women's Street Footwear,Northeast,Foot Locker,1,Connecticut,50,44,9,2021,3
4918,2021-04-11,Women's Street Footwear,Northeast,Foot Locker,1,Connecticut,51,41,8,2021,4
4919,2021-08-02,Women's Street Footwear,Northeast,Foot Locker,1,Connecticut,24,12,5,2021,8
4920,2021-10-01,Women's Street Footwear,Northeast,Foot Locker,1,Connecticut,24,15,6,2021,10
4921,2021-08-14,Women's Street Footwear,Northeast,Foot Locker,1,Delaware,42,44,11,2021,8
4922,2021-09-13,Women's Street Footwear,Northeast,Foot Locker,1,Delaware,43,26,6,2021,9
4923,2021-05-13,Women's Street Footwear,Northeast,Foot Locker,1,Delaware,41,33,8,2021,5
4924,2021-06-15,Women's Street Footwear,Northeast,Foot Locker,1,Delaware,43,37,9,2021,6
4925,2021-03-13,Women's Street Footwear,Northeast,Foot Locker,1,Delaware,29,20,7,2021,3
4926,2021-07-13,Women's Street Footwear,Northeast,Foot Locker,1,Delaware,41,42,10,2021,7
4927,2021-04-14,Women's Street Footwear,Northeast,Foot Locker,1,Delaware,27,16,6,2021,4
4928,2021-10-15,Women's Street Footwear,Northeast,Foot Locker,1,Delaware,50,26,5,2021,10
4929,2021-12-20,Women's Street Footwear,Northeast,Foot Locker,1,Maryland,45,29,7,2021,12
4930,2021-06-22,Women's Street Footwear,Northeast,Foot Locker,1,Maryland,37,17,5,2021,6
4931,2021-11-21,Women's Street Footwear,Northeast,Foot Locker,1,Maryland,49,24,5,2021,11
4932,2021-02-15,Women's Street Footwear,Northeast,Foot Locker,1,Maryland,27,19,7,2021,2
4933,2021-01-17,Women's Street Footwear,Northeast,Foot Locker,1,Maryland,29,26,9,2021,1
4934,2021-01-24,Women's Street Footwear,Northeast,Foot Locker,1,New Hampshire,44,40,9,2021,1
4935,2021-02-22,Women's Street Footwear,Northeast,Foot Locker,1,New Hampshire,43,36,8,2021,2
4936,2021-12-17,Women's Street Footwear,Northeast,Foot Locker,1,New Hampshire,62,67,11,2021,12
4937,2021-10-19,Women's Street Footwear,Northeast,Foot Locker,1,New Hampshire,59,32,5,2021,10
4938,2021-11-18,Women's Street Footwear,Northeast,Foot Locker,1,New Hampshire,63,66,10,2021,11
4939,2020-12-03,Women's Street Footwear,Northeast,Foot Locker,1,New York,46,114,25,2020,12
4940,2020-03-01,Women's Street Footwear,Northeast,Foot Locker,1,New York,36,90,25,2020,3
4941,2020-03-18,Women's Street Footwear,Northeast,Foot Locker,1,New York,45,116,26,2020,3
4942,2020-01-21,Women's Street Footwear,Northeast,Foot Locker,1,New York,36,99,28,2020,1
4943,2020-08-02,Women's Street Footwear,Northeast,Foot Locker,1,New York,46,120,26,2020,8
4944,2020-06-03,Women's Street Footwear,Northeast,Foot Locker,1,New York,46,128,28,2020,6
4945,2020-01-27,Women's Street Footwear,Northeast,Foot Locker,1,New York,39,96,25,2020,1
4946,2020-02-02,Women's Street Footwear,Northeast,Foot Locker,1,New York,39,98,25,2020,2
4947,2021-11-12,Women's Street Footwear,Northeast,Foot Locker,1,Pennsylvania,41,21,5,2021,11
4948,2021-12-17,Women's Street Footwear,Northeast,Foot Locker,1,Pennsylvania,48,16,3,2021,12
4949,2021-11-11,Women's Street Footwear,Northeast,Foot Locker,1,Pennsylvania,38,14,4,2021,11
4950,2021-11-17,Women's Street Footwear,Northeast,Foot Locker,1,Pennsylvania,52,22,4,2021,11
4951,2021-11-29,Women's Street Footwear,Northeast,Foot Locker,1,Pennsylvania,51,30,6,2021,11
4952,2021-11-23,Women's Street Footwear,Northeast,Foot Locker,1,Pennsylvania,52,23,4,2021,11
4953,2021-10-30,Women's Street Footwear,Northeast,Foot Locker,1,Pennsylvania,34,16,5,2021,10
4954,2021-12-23,Women's Street Footwear,Northeast,Foot Locker,1,Pennsylvania,55,30,6,2021,12
4955,2021-12-29,Women's Street Footwear,Northeast,Foot Locker,1,Pennsylvania,55,36,7,2021,12
4956,2021-05-11,Women's Street Footwear,Northeast,Foot Locker,1,Pennsylvania,36,18,5,2021,5
4957,2021-05-12,Women's Street Footwear,Northeast,Foot Locker,1,Pennsylvania,54,33,6,2021,5
4958,2021-06-09,Women's Street Footwear,Northeast,Foot Locker,1,Rhode Island,36,14,4,2021,6
4959,2021-06-03,Women's Street Footwear,Northeast,Foot Locker,1,Rhode Island,23,12,5,2021,6
4960,2021-07-04,Women's Street Footwear,Northeast,Foot Locker,1,Rhode Island,24,9,4,2021,7
4961,2021-06-07,Women's Street Footwear,Northeast,Foot Locker,1,Rhode Island,37,24,7,2021,6
4962,2021-08-10,Women's Street Footwear,Northeast,Foot Locker,1,Rhode Island,45,13,3,2021,8
4963,2021-06-05,Women's Street Footwear,Northeast,Foot Locker,1,Rhode Island,39,23,6,2021,6
4964,2021-07-08,Women's Street Footwear,Northeast,Foot Locker,1,Rhode Island,38,29,8,2021,7
4965,2021-08-06,Women's Street Footwear,Northeast,Foot Locker,1,Rhode Island,39,25,7,2021,8
4966,2021-01-24,Women's Street Footwear,Northeast,Foot Locker,1,West Virginia,24,15,6,2021,1
4967,2021-11-17,Women's Street Footwear,Northeast,Foot Locker,1,West Virginia,32,25,8,2021,11
4968,2021-10-01,Men's Apparel,Northeast,Kohl's,1,Delaware,41,19,5,2021,10
4969,2021-11-14,Men's Apparel,Northeast,Kohl's,1,Delaware,60,43,7,2021,11
4970,2021-12-13,Men's Apparel,Northeast,Kohl's,1,Delaware,61,56,9,2021,12
4971,2021-08-02,Men's Apparel,Northeast,Kohl's,1,New Jersey,41,19,5,2021,8
4972,2021-06-09,Men's Apparel,Northeast,Kohl's,1,New Jersey,47,19,4,2021,6
4973,2021-06-05,Men's Apparel,Northeast,Kohl's,1,New Jersey,47,32,7,2021,6
4974,2021-08-10,Men's Apparel,Northeast,Kohl's,1,New Jersey,58,22,4,2021,8
4975,2021-07-08,Men's Apparel,Northeast,Kohl's,1,New Jersey,46,21,5,2021,7
4976,2021-06-07,Men's Apparel,Northeast,Kohl's,1,New Jersey,48,36,7,2021,6
4977,2021-07-04,Men's Apparel,Northeast,Kohl's,1,New Jersey,44,12,3,2021,7
4978,2021-06-03,Men's Apparel,Northeast,Kohl's,1,New Jersey,43,15,3,2021,6
4979,2021-08-06,Men's Apparel,Northeast,Kohl's,1,New Jersey,46,30,7,2021,8
4980,2021-01-14,Men's Apparel,Northeast,Kohl's,1,New York,49,71,15,2021,1
4981,2021-08-12,Men's Apparel,Northeast,Kohl's,1,New York,60,93,16,2021,8
4982,2021-11-14,Men's Athletic Footwear,Northeast,Kohl's,1,Delaware,53,45,9,2021,11
4983,2021-10-01,Men's Athletic Footwear,Northeast,Kohl's,1,Delaware,33,25,8,2021,10
4984,2021-12-13,Men's Athletic Footwear,Northeast,Kohl's,1,Delaware,50,50,10,2021,12
4985,2021-08-02,Men's Athletic Footwear,Northeast,Kohl's,1,Delaware,32,17,5,2021,8
4986,2021-07-04,Men's Athletic Footwear,Northeast,Kohl's,1,New Jersey,33,17,5,2021,7
4987,2021-08-06,Men's Athletic Footwear,Northeast,Kohl's,1,New Jersey,44,46,11,2021,8
4988,2021-07-08,Men's Athletic Footwear,Northeast,Kohl's,1,New Jersey,42,42,10,2021,7
4989,2021-06-03,Men's Athletic Footwear,Northeast,Kohl's,1,New Jersey,32,19,6,2021,6
4990,2021-06-05,Men's Athletic Footwear,Northeast,Kohl's,1,New Jersey,41,28,7,2021,6
4991,2021-06-09,Men's Athletic Footwear,Northeast,Kohl's,1,New Jersey,41,30,7,2021,6
4992,2021-06-07,Men's Athletic Footwear,Northeast,Kohl's,1,New Jersey,42,41,10,2021,6
4993,2021-08-10,Men's Athletic Footwear,Northeast,Kohl's,1,New Jersey,48,30,6,2021,8
4994,2021-12-02,Men's Athletic Footwear,Northeast,Kohl's,1,New York,37,54,15,2021,12
4995,2021-01-14,Men's Athletic Footwear,Northeast,Kohl's,1,New York,39,61,16,2021,1
4996,2021-11-14,Men's Street Footwear,Northeast,Kohl's,1,Delaware,60,81,14,2021,11
4997,2021-12-13,Men's Street Footwear,Northeast,Kohl's,1,Delaware,62,104,17,2021,12
4998,2021-08-02,Men's Street Footwear,Northeast,Kohl's,1,Delaware,34,50,15,2021,8
4999,2021-10-01,Men's Street Footwear,Northeast,Kohl's,1,Delaware,32,44,14,2021,10
5000,2021-06-03,Men's Street Footwear,Northeast,Kohl's,1,New Jersey,32,46,14,2021,6
5001,2021-08-06,Men's Street Footwear,Northeast,Kohl's,1,New Jersey,45,70,16,2021,8
5002,2021-08-10,Men's Street Footwear,Northeast,Kohl's,1,New Jersey,53,63,12,2021,8
5003,2021-06-07,Men's Street Footwear,Northeast,Kohl's,1,New Jersey,47,88,19,2021,6
5004,2021-06-05,Men's Street Footwear,Northeast,Kohl's,1,New Jersey,48,62,13,2021,6
5005,2021-07-08,Men's Street Footwear,Northeast,Kohl's,1,New Jersey,47,85,18,2021,7
5006,2021-06-09,Men's Street Footwear,Northeast,Kohl's,1,New Jersey,46,57,12,2021,6
5007,2021-07-04,Men's Street Footwear,Northeast,Kohl's,1,New Jersey,34,45,13,2021,7
5008,2021-12-02,Men's Street Footwear,Northeast,Kohl's,1,New York,37,88,24,2021,12
5009,2021-01-14,Men's Street Footwear,Northeast,Kohl's,1,New York,39,84,22,2021,1
5010,2021-12-13,Women's Apparel,Northeast,Kohl's,1,Delaware,65,80,12,2021,12
5011,2021-10-01,Women's Apparel,Northeast,Kohl's,1,Delaware,33,23,7,2021,10
5012,2021-10-15,Women's Apparel,Northeast,Kohl's,1,Delaware,63,49,8,2021,10
5013,2021-11-14,Women's Apparel,Northeast,Kohl's,1,Delaware,64,63,10,2021,11
5014,2021-06-03,Women's Apparel,Northeast,Kohl's,1,New Jersey,32,20,6,2021,6
5015,2021-08-06,Women's Apparel,Northeast,Kohl's,1,New Jersey,50,60,12,2021,8
5016,2021-06-05,Women's Apparel,Northeast,Kohl's,1,New Jersey,51,52,10,2021,6
5017,2021-08-02,Women's Apparel,Northeast,Kohl's,1,New Jersey,32,24,7,2021,8
5018,2021-06-09,Women's Apparel,Northeast,Kohl's,1,New Jersey,50,37,7,2021,6
5019,2021-07-08,Women's Apparel,Northeast,Kohl's,1,New Jersey,52,55,11,2021,7
5020,2021-06-07,Women's Apparel,Northeast,Kohl's,1,New Jersey,54,71,13,2021,6
5021,2021-07-04,Women's Apparel,Northeast,Kohl's,1,New Jersey,33,22,7,2021,7
5022,2021-01-14,Women's Apparel,Northeast,Kohl's,1,New York,38,59,16,2021,1
5023,2021-08-12,Women's Apparel,Northeast,Kohl's,1,New York,69,126,18,2021,8
5024,2021-10-01,Women's Athletic Footwear,Northeast,Kohl's,1,Delaware,27,10,4,2021,10
5025,2021-11-14,Women's Athletic Footwear,Northeast,Kohl's,1,Delaware,51,43,8,2021,11
5026,2021-12-13,Women's Athletic Footwear,Northeast,Kohl's,1,Delaware,53,52,10,2021,12
5027,2021-06-05,Women's Athletic Footwear,Northeast,Kohl's,1,New Jersey,38,21,6,2021,6
5028,2021-07-04,Women's Athletic Footwear,Northeast,Kohl's,1,New Jersey,27,7,3,2021,7
5029,2021-07-08,Women's Athletic Footwear,Northeast,Kohl's,1,New Jersey,36,19,5,2021,7
5030,2021-06-03,Women's Athletic Footwear,Northeast,Kohl's,1,New Jersey,27,6,2,2021,6
5031,2021-08-10,Women's Athletic Footwear,Northeast,Kohl's,1,New Jersey,48,15,3,2021,8
5032,2021-08-02,Women's Athletic Footwear,Northeast,Kohl's,1,New Jersey,29,9,3,2021,8
5033,2021-06-09,Women's Athletic Footwear,Northeast,Kohl's,1,New Jersey,37,14,4,2021,6
5034,2021-06-07,Women's Athletic Footwear,Northeast,Kohl's,1,New Jersey,36,23,6,2021,6
5035,2021-08-06,Women's Athletic Footwear,Northeast,Kohl's,1,New Jersey,39,25,7,2021,8
5036,2021-08-12,Women's Athletic Footwear,Northeast,Kohl's,1,New York,54,84,16,2021,8
5037,2021-01-14,Women's Athletic Footwear,Northeast,Kohl's,1,New York,34,45,13,2021,1
5038,2021-08-02,Women's Street Footwear,Northeast,Kohl's,1,Delaware,24,15,6,2021,8
5039,2021-10-01,Women's Street Footwear,Northeast,Kohl's,1,Delaware,24,17,7,2021,10
5040,2021-11-14,Women's Street Footwear,Northeast,Kohl's,1,Delaware,52,45,9,2021,11
5041,2021-12-13,Women's Street Footwear,Northeast,Kohl's,1,Delaware,50,55,11,2021,12
5042,2021-07-04,Women's Street Footwear,Northeast,Kohl's,1,New Jersey,24,12,5,2021,7
5043,2021-06-05,Women's Street Footwear,Northeast,Kohl's,1,New Jersey,38,29,8,2021,6
5044,2021-08-10,Women's Street Footwear,Northeast,Kohl's,1,New Jersey,46,19,4,2021,8
5045,2021-06-07,Women's Street Footwear,Northeast,Kohl's,1,New Jersey,37,30,8,2021,6
5046,2021-06-03,Women's Street Footwear,Northeast,Kohl's,1,New Jersey,24,14,6,2021,6
5047,2021-08-06,Women's Street Footwear,Northeast,Kohl's,1,New Jersey,38,26,7,2021,8
5048,2021-06-09,Women's Street Footwear,Northeast,Kohl's,1,New Jersey,39,20,5,2021,6
5049,2021-07-08,Women's Street Footwear,Northeast,Kohl's,1,New Jersey,37,28,8,2021,7
5050,2021-08-12,Women's Street Footwear,Northeast,Kohl's,1,New York,52,85,16,2021,8
5051,2021-01-14,Women's Street Footwear,Northeast,Kohl's,1,New York,29,49,17,2021,1
5052,2021-12-02,Women's Street Footwear,Northeast,Kohl's,1,New York,29,41,14,2021,12
5053,2021-03-03,Men's Apparel,Northeast,Sports Direct,1,Connecticut,48,19,4,2021,3
5054,2021-03-09,Men's Apparel,Northeast,Sports Direct,1,Connecticut,50,26,5,2021,3
5055,2021-05-10,Men's Apparel,Northeast,Sports Direct,1,Connecticut,64,27,4,2021,5
5056,2021-05-02,Men's Apparel,Northeast,Sports Direct,1,Connecticut,49,29,6,2021,5
5057,2021-03-05,Men's Apparel,Northeast,Sports Direct,1,Connecticut,50,35,7,2021,3
5058,2021-04-08,Men's Apparel,Northeast,Sports Direct,1,Connecticut,51,27,5,2021,4
5059,2021-05-06,Men's Apparel,Northeast,Sports Direct,1,Connecticut,53,39,7,2021,5
5060,2021-03-07,Men's Apparel,Northeast,Sports Direct,1,Connecticut,53,43,8,2021,3
5061,2021-04-04,Men's Apparel,Northeast,Sports Direct,1,Connecticut,46,16,4,2021,4
5062,2021-09-20,Men's Apparel,Northeast,Sports Direct,1,Maryland,48,14,3,2021,9
5063,2021-07-20,Men's Apparel,Northeast,Sports Direct,1,Maryland,46,23,5,2021,7
5064,2021-08-21,Men's Apparel,Northeast,Sports Direct,1,Maryland,47,18,4,2021,8
5065,2021-10-15,Men's Apparel,Northeast,Sports Direct,1,Massachusetts,62,17,3,2021,10
5066,2021-09-13,Men's Apparel,Northeast,Sports Direct,1,Massachusetts,52,18,3,2021,9
5067,2021-08-14,Men's Apparel,Northeast,Sports Direct,1,Massachusetts,50,22,4,2021,8
5068,2021-02-15,Men's Apparel,Northeast,Sports Direct,1,Massachusetts,48,20,4,2021,2
5069,2021-04-14,Men's Apparel,Northeast,Sports Direct,1,Massachusetts,49,16,3,2021,4
5070,2021-05-13,Men's Apparel,Northeast,Sports Direct,1,Massachusetts,50,27,5,2021,5
5071,2021-06-15,Men's Apparel,Northeast,Sports Direct,1,Massachusetts,51,30,6,2021,6
5072,2021-03-13,Men's Apparel,Northeast,Sports Direct,1,Massachusetts,46,13,3,2021,3
5073,2021-07-13,Men's Apparel,Northeast,Sports Direct,1,Massachusetts,53,36,7,2021,7
5074,2021-07-01,Men's Apparel,Northeast,Sports Direct,1,New Jersey,49,29,6,2021,7
5075,2021-07-11,Men's Apparel,Northeast,Sports Direct,1,New Jersey,55,32,6,2021,7
5076,2021-06-12,Men's Apparel,Northeast,Sports Direct,1,New Jersey,55,46,8,2021,6
5077,2021-01-17,Men's Apparel,Northeast,Sports Direct,1,Rhode Island,48,20,4,2021,1
5078,2021-06-12,Men's Apparel,Northeast,Sports Direct,1,Rhode Island,56,38,7,2021,6
5079,2021-07-11,Men's Apparel,Northeast,Sports Direct,1,Rhode Island,58,26,4,2021,7
5080,2021-05-06,Men's Athletic Footwear,Northeast,Sports Direct,1,Connecticut,48,45,9,2021,5
5081,2021-05-10,Men's Athletic Footwear,Northeast,Sports Direct,1,Connecticut,52,37,7,2021,5
5082,2021-03-09,Men's Athletic Footwear,Northeast,Sports Direct,1,Connecticut,47,35,8,2021,3
5083,2021-03-05,Men's Athletic Footwear,Northeast,Sports Direct,1,Connecticut,48,35,7,2021,3
5084,2021-03-07,Men's Athletic Footwear,Northeast,Sports Direct,1,Connecticut,48,54,11,2021,3
5085,2021-03-03,Men's Athletic Footwear,Northeast,Sports Direct,1,Connecticut,38,21,6,2021,3
5086,2021-04-04,Men's Athletic Footwear,Northeast,Sports Direct,1,Connecticut,38,22,6,2021,4
5087,2021-04-08,Men's Athletic Footwear,Northeast,Sports Direct,1,Connecticut,48,52,11,2021,4
5088,2021-09-20,Men's Athletic Footwear,Northeast,Sports Direct,1,Maryland,44,28,6,2021,9
5089,2021-10-22,Men's Athletic Footwear,Northeast,Sports Direct,1,Maryland,48,28,6,2021,10
5090,2021-07-20,Men's Athletic Footwear,Northeast,Sports Direct,1,Maryland,42,30,7,2021,7
5091,2021-08-21,Men's Athletic Footwear,Northeast,Sports Direct,1,Maryland,41,34,8,2021,8
5092,2021-09-13,Men's Athletic Footwear,Northeast,Sports Direct,1,Massachusetts,49,31,6,2021,9
5093,2021-08-14,Men's Athletic Footwear,Northeast,Sports Direct,1,Massachusetts,47,41,9,2021,8
5094,2021-06-15,Men's Athletic Footwear,Northeast,Sports Direct,1,Massachusetts,47,44,9,2021,6
5095,2021-05-13,Men's Athletic Footwear,Northeast,Sports Direct,1,Massachusetts,47,25,5,2021,5
5096,2021-07-13,Men's Athletic Footwear,Northeast,Sports Direct,1,Massachusetts,49,51,11,2021,7
5097,2021-04-14,Men's Athletic Footwear,Northeast,Sports Direct,1,Massachusetts,37,17,5,2021,4
5098,2021-03-13,Men's Athletic Footwear,Northeast,Sports Direct,1,Massachusetts,38,18,5,2021,3
5099,2021-10-15,Men's Athletic Footwear,Northeast,Sports Direct,1,Massachusetts,53,30,6,2021,10
5100,2021-06-12,Men's Athletic Footwear,Northeast,Sports Direct,1,New Jersey,49,51,11,2021,6
5101,2021-07-11,Men's Athletic Footwear,Northeast,Sports Direct,1,New Jersey,46,37,8,2021,7
5102,2021-05-02,Men's Athletic Footwear,Northeast,Sports Direct,1,New Jersey,37,20,5,2021,5
5103,2021-07-01,Men's Athletic Footwear,Northeast,Sports Direct,1,New Jersey,37,32,9,2021,7
5104,2021-02-15,Men's Athletic Footwear,Northeast,Sports Direct,1,Rhode Island,38,16,4,2021,2
5105,2021-01-17,Men's Athletic Footwear,Northeast,Sports Direct,1,Rhode Island,38,26,7,2021,1
5106,2021-07-11,Men's Athletic Footwear,Northeast,Sports Direct,1,Rhode Island,46,29,6,2021,7
5107,2021-06-12,Men's Athletic Footwear,Northeast,Sports Direct,1,Rhode Island,45,35,8,2021,6
5108,2021-04-04,Men's Street Footwear,Northeast,Sports Direct,1,Connecticut,36,54,15,2021,4
5109,2021-03-03,Men's Street Footwear,Northeast,Sports Direct,1,Connecticut,39,51,13,2021,3
5110,2021-03-05,Men's Street Footwear,Northeast,Sports Direct,1,Connecticut,54,77,14,2021,3
5111,2021-03-09,Men's Street Footwear,Northeast,Sports Direct,1,Connecticut,52,65,13,2021,3
5112,2021-03-07,Men's Street Footwear,Northeast,Sports Direct,1,Connecticut,54,102,19,2021,3
5113,2021-05-06,Men's Street Footwear,Northeast,Sports Direct,1,Connecticut,50,88,18,2021,5
5114,2021-04-08,Men's Street Footwear,Northeast,Sports Direct,1,Connecticut,51,83,16,2021,4
5115,2021-05-10,Men's Street Footwear,Northeast,Sports Direct,1,Connecticut,59,67,11,2021,5
5116,2021-09-20,Men's Street Footwear,Northeast,Sports Direct,1,Maryland,49,63,13,2021,9
5117,2021-08-21,Men's Street Footwear,Northeast,Sports Direct,1,Maryland,48,65,14,2021,8
5118,2021-10-22,Men's Street Footwear,Northeast,Sports Direct,1,Maryland,52,59,11,2021,10
5119,2021-06-15,Men's Street Footwear,Northeast,Sports Direct,1,Massachusetts,51,79,16,2021,6
5120,2021-07-13,Men's Street Footwear,Northeast,Sports Direct,1,Massachusetts,52,78,15,2021,7
5121,2021-09-13,Men's Street Footwear,Northeast,Sports Direct,1,Massachusetts,53,72,14,2021,9
5122,2021-05-13,Men's Street Footwear,Northeast,Sports Direct,1,Massachusetts,53,68,13,2021,5
5123,2021-03-13,Men's Street Footwear,Northeast,Sports Direct,1,Massachusetts,38,48,13,2021,3
5124,2021-08-14,Men's Street Footwear,Northeast,Sports Direct,1,Massachusetts,50,81,16,2021,8
5125,2021-04-14,Men's Street Footwear,Northeast,Sports Direct,1,Massachusetts,38,44,12,2021,4
5126,2021-10-15,Men's Street Footwear,Northeast,Sports Direct,1,Massachusetts,57,68,12,2021,10
5127,2021-06-12,Men's Street Footwear,Northeast,Sports Direct,1,New Jersey,55,82,15,2021,6
5128,2021-07-11,Men's Street Footwear,Northeast,Sports Direct,1,New Jersey,59,64,11,2021,7
5129,2021-05-02,Men's Street Footwear,Northeast,Sports Direct,1,New Jersey,39,58,15,2021,5
5130,2021-07-01,Men's Street Footwear,Northeast,Sports Direct,1,New Jersey,38,48,13,2021,7
5131,2021-02-15,Men's Street Footwear,Northeast,Sports Direct,1,Rhode Island,36,50,14,2021,2
5132,2021-01-17,Men's Street Footwear,Northeast,Sports Direct,1,Rhode Island,38,48,13,2021,1
5133,2021-07-11,Men's Street Footwear,Northeast,Sports Direct,1,Rhode Island,55,52,10,2021,7
5134,2021-06-12,Men's Street Footwear,Northeast,Sports Direct,1,Rhode Island,54,73,14,2021,6
5135,2021-05-02,Women's Apparel,Northeast,Sports Direct,1,Connecticut,39,33,8,2021,5
5136,2021-03-07,Women's Apparel,Northeast,Sports Direct,1,Connecticut,56,80,14,2021,3
